contact probabilities;0_weekday;Menard 1_Menard 1;Patient_Patient;1.365427;
contact probabilities;0_weekday;Menard 1_Other;Patient_Aide soignant;0.004376;
contact probabilities;0_weekday;Menard 1_Other;Patient_IDE;0.002188;
contact probabilities;0_weekday;Menard 2_Menard 2;Patient_Patient;0.696429;
contact probabilities;0_weekday;Menard 2_Other;Patient_Aide soignant;0.007143;
contact probabilities;0_weekday;Menard 2_Other;Patient_IDE;0.010714;
contact probabilities;0_weekday;Other_Menard 1;Aide soignant_Patient;1.139535;
contact probabilities;0_weekday;Other_Menard 1;IDE_Patient;2.315789;
contact probabilities;0_weekday;Other_Menard 2;Aide soignant_Patient;0.860465;
contact probabilities;0_weekday;Other_Menard 2;Cadre de santŽ_Patient;0.500000;
contact probabilities;0_weekday;Other_Menard 2;IDE_Patient;1.280702;
contact probabilities;0_weekday;Other_Other;Administration_Aide soignant;1.000000;
contact probabilities;0_weekday;Other_Other;Aide soignant_Aide soignant;0.267442;
contact probabilities;0_weekday;Other_Other;Aide soignant_Cadre de santŽ;0.046512;
contact probabilities;0_weekday;Other_Other;Aide soignant_IDE;0.372093;
contact probabilities;0_weekday;Other_Other;IDE_Aide soignant;0.298246;
contact probabilities;0_weekday;Other_Other;IDE_IDE;0.052632;
contact probabilities;0_weekday;Other_Sorrel 0;Aide soignant_Patient;0.220930;
contact probabilities;0_weekday;Other_Sorrel 0;IDE_Aide soignant;0.122807;
contact probabilities;0_weekday;Other_Sorrel 0;IDE_Eleve/Stagiaire;0.035088;
contact probabilities;0_weekday;Other_Sorrel 0;IDE_Patient;0.175439;
contact probabilities;0_weekday;Other_Sorrel 1;Aide soignant_Patient;1.406977;
contact probabilities;0_weekday;Other_Sorrel 1;Cadre de santŽ_Patient;0.500000;
contact probabilities;0_weekday;Other_Sorrel 1;IDE_Patient;1.403509;
contact probabilities;0_weekday;Other_Sorrel 2;Aide soignant_Medecin;0.069767;
contact probabilities;0_weekday;Other_Sorrel 2;Aide soignant_Patient;0.848837;
contact probabilities;0_weekday;Other_Sorrel 2;IDE_Medecin;0.035088;
contact probabilities;0_weekday;Other_Sorrel 2;IDE_Patient;1.087719;
contact probabilities;0_weekday;Sorrel 0_Menard 1;Patient_Patient;0.013158;
contact probabilities;0_weekday;Sorrel 0_Other;Aide soignant_IDE;0.111111;
contact probabilities;0_weekday;Sorrel 0_Sorrel 0;Aide soignant_Patient;1.555556;
contact probabilities;0_weekday;Sorrel 0_Sorrel 0;Eleve/Stagiaire_Aide soignant;1.000000;
contact probabilities;0_weekday;Sorrel 0_Sorrel 0;Eleve/Stagiaire_Patient;2.500000;
contact probabilities;0_weekday;Sorrel 0_Sorrel 0;Medecin_Patient;1.000000;
contact probabilities;0_weekday;Sorrel 0_Sorrel 0;Patient_Patient;0.598684;
contact probabilities;0_weekday;Sorrel 0_Sorrel 1;Aide soignant_Patient;1.222222;
contact probabilities;0_weekday;Sorrel 0_Sorrel 1;Eleve/Stagiaire_Patient;1.000000;
contact probabilities;0_weekday;Sorrel 0_Sorrel 2;Aide soignant_Patient;4.222222;
contact probabilities;0_weekday;Sorrel 1_Menard 1;Patient_Patient;0.037500;
contact probabilities;0_weekday;Sorrel 1_Other;Patient_IDE;0.003125;
contact probabilities;0_weekday;Sorrel 1_Sorrel 0;Patient_Patient;0.018750;
contact probabilities;0_weekday;Sorrel 1_Sorrel 1;Medecin_Patient;1.000000;
contact probabilities;0_weekday;Sorrel 1_Sorrel 1;Patient_Patient;0.656250;
contact probabilities;0_weekday;Sorrel 2_Other;Patient_Aide soignant;0.008230;
contact probabilities;0_weekday;Sorrel 2_Other;Patient_IDE;0.008230;
